filename,class,split,source_file,window_id,duration_ms,sample_rate,mfcc_file
C0024.wav,Cough,train,b3cbb0b0-dc01-4888-b6d7-bb4543b96b17.wav,14,1000,16000,C0024_mfcc.npy
C0025.wav,Cough,train,f5e42cfd-29d1-44da-95e4-366c7891f003.wav,8,1000,16000,C0025_mfcc.npy
C0026.wav,Cough,train,096dad76-5bc7-4b7d-b534-29769e2e447a.wav,2,1000,16000,C0026_mfcc.npy
C0027.wav,Cough,train,99b6ed8e-c068-4a63-89bc-7567d43a3ace.wav,9,1000,16000,C0027_mfcc.npy
H0011.wav,Human_Noise,train,4-188003-A-34.wav,6,1000,16000,H0011_mfcc.npy
B0014.wav,Background,train,2-135649-A-45.wav,8,1000,16000,B0014_mfcc.npy
C0028.wav,Cough,train,c2e033f0-5e2f-4793-be75-afa9ae7d3f8f.wav,6,1000,16000,C0028_mfcc.npy
C0029.wav,Cough,train,508eae47-5923-4d9b-9ae6-f3e4e8e17460.wav,11,1000,16000,C0029_mfcc.npy
H0012.wav,Human_Noise,train,2-135728-A-38.wav,7,1000,16000,H0012_mfcc.npy
C0030.wav,Cough,train,7f6c5b33-f525-42cc-a9a9-997178f42fc8.wav,6,1000,16000,C0030_mfcc.npy
C0031.wav,Cough,train,0d675468-21ce-4630-8424-e0330eb18e94.wav,1,1000,16000,C0031_mfcc.npy
C0032.wav,Cough,train,66473f18-f709-4c0a-bc99-91e621b3af49.wav,16,1000,16000,C0032_mfcc.npy
H0013.wav,Human_Noise,train,3-150363-A-38.wav,3,1000,16000,H0013_mfcc.npy
C0033.wav,Cough,train,0871ac97-ec59-4aa8-852e-c5d0c2d3193d.wav,2,1000,16000,C0033_mfcc.npy
H0014.wav,Human_Noise,train,3-148932-A-34.wav,2,1000,16000,H0014_mfcc.npy
H0015.wav,Human_Noise,train,2-122820-A-36.wav,4,1000,16000,H0015_mfcc.npy
C0034.wav,Cough,train,46d0cef1-31d0-4bd8-8660-143f32d82612.wav,8,1000,16000,C0034_mfcc.npy
C0035.wav,Cough,train,7f6c5b33-f525-42cc-a9a9-997178f42fc8.wav,1,1000,16000,C0035_mfcc.npy
C0036.wav,Cough,train,de8c4a22-61e3-402d-a2b7-ab5d3c01f4c6.wav,12,1000,16000,C0036_mfcc.npy
C0037.wav,Cough,train,1f3cf027-3ec6-4592-9447-2e1e713742ee.wav,2,1000,16000,C0037_mfcc.npy
B0015.wav,Background,train,3-118658-A-41.wav,2,1000,16000,B0015_mfcc.npy
C0038.wav,Cough,train,805595b3-caed-43f1-b2c4-fa2e8e2fc944.wav,16,1000,16000,C0038_mfcc.npy
C0039.wav,Cough,train,d5fb0a94-3660-4f83-b1ba-a9164e662200.wav,0,1000,16000,C0039_mfcc.npy
B0016.wav,Background,train,2-138465-A-43.wav,4,1000,16000,B0016_mfcc.npy
C0040.wav,Cough,train,096dad76-5bc7-4b7d-b534-29769e2e447a.wav,13,1000,16000,C0040_mfcc.npy
C0041.wav,Cough,train,1d8c0572-a5c7-4c78-9fd6-21a0ec13bf71.wav,15,1000,16000,C0041_mfcc.npy
C0042.wav,Cough,train,e1dfd5a6-39de-47b9-aad5-2082dfd5fd98.wav,13,1000,16000,C0042_mfcc.npy
C0043.wav,Cough,train,31048a20-6304-4d1e-9510-9f8c30821c6f.wav,12,1000,16000,C0043_mfcc.npy
B0017.wav,Background,train,4-149294-B-41.wav,1,1000,16000,B0017_mfcc.npy
C0044.wav,Cough,train,d51abbbc-dfdf-489b-8ba0-d7b7fb678b70.wav,17,1000,16000,C0044_mfcc.npy
B0018.wav,Background,train,1-50454-A-44.wav,1,1000,16000,B0018_mfcc.npy
C0045.wav,Cough,train,f68cf0fa-48ee-4b2d-b4f5-8e10b44dd311.wav,6,1000,16000,C0045_mfcc.npy
C0046.wav,Cough,train,d5fb0a94-3660-4f83-b1ba-a9164e662200.wav,12,1000,16000,C0046_mfcc.npy
B0019.wav,Background,train,4-250869-B-2.wav,6,1000,16000,B0019_mfcc.npy
C0047.wav,Cough,train,d5fb0a94-3660-4f83-b1ba-a9164e662200.wav,13,1000,16000,C0047_mfcc.npy
B0020.wav,Background,train,2-138465-A-43.wav,0,1000,16000,B0020_mfcc.npy
B0021.wav,Background,train,2-50667-A-41.wav,2,1000,16000,B0021_mfcc.npy
B0022.wav,Background,train,3-153057-A-43.wav,7,1000,16000,B0022_mfcc.npy
C0048.wav,Cough,train,1f4c1d84-8432-4f55-899f-96fd543ecd35.wav,5,1000,16000,C0048_mfcc.npy
C0049.wav,Cough,train,b3cbb0b0-dc01-4888-b6d7-bb4543b96b17.wav,6,1000,16000,C0049_mfcc.npy
B0023.wav,Background,train,4-149294-B-41.wav,2,1000,16000,B0023_mfcc.npy
C0050.wav,Cough,train,43517c5a-e8ee-49a1-9b28-c2d224300996.wav,4,1000,16000,C0050_mfcc.npy
C0051.wav,Cough,train,42a87687-3854-4917-8b41-8aaa22b41e03.wav,3,1000,16000,C0051_mfcc.npy
C0052.wav,Cough,train,1d8c0572-a5c7-4c78-9fd6-21a0ec13bf71.wav,1,1000,16000,C0052_mfcc.npy
C0053.wav,Cough,train,541b31f6-7530-421c-9940-3917fd41817f.wav,2,1000,16000,C0053_mfcc.npy
C0054.wav,Cough,train,f68cf0fa-48ee-4b2d-b4f5-8e10b44dd311.wav,11,1000,16000,C0054_mfcc.npy
H0016.wav,Human_Noise,train,5-252248-A-34.wav,6,1000,16000,H0016_mfcc.npy
C0055.wav,Cough,train,440c9632-c230-4604-b6d0-386f40a779f7.wav,3,1000,16000,C0055_mfcc.npy
H0017.wav,Human_Noise,train,5-219342-A-38.wav,0,1000,16000,H0017_mfcc.npy
H0018.wav,Human_Noise,train,5-208624-A-38.wav,3,1000,16000,H0018_mfcc.npy
C0056.wav,Cough,train,802009c2-f1f8-469a-8740-e734ddab4be9.wav,14,1000,16000,C0056_mfcc.npy
C0057.wav,Cough,train,f68cf0fa-48ee-4b2d-b4f5-8e10b44dd311.wav,4,1000,16000,C0057_mfcc.npy
C0058.wav,Cough,train,66473f18-f709-4c0a-bc99-91e621b3af49.wav,6,1000,16000,C0058_mfcc.npy
H0019.wav,Human_Noise,train,3-171937-A-34.wav,6,1000,16000,H0019_mfcc.npy
C0059.wav,Cough,train,673eec57-6746-4a49-8af6-2c12050ac718.wav,4,1000,16000,C0059_mfcc.npy
C0060.wav,Cough,train,541b31f6-7530-421c-9940-3917fd41817f.wav,14,1000,16000,C0060_mfcc.npy
C0061.wav,Cough,train,1ca6d469-08a0-4d4d-878b-4b17c768ede2.wav,13,1000,16000,C0061_mfcc.npy
B0024.wav,Background,train,3-154926-A-40.wav,4,1000,16000,B0024_mfcc.npy
H0020.wav,Human_Noise,train,3-151273-A-35.wav,1,1000,16000,H0020_mfcc.npy
C0062.wav,Cough,train,42a87687-3854-4917-8b41-8aaa22b41e03.wav,4,1000,16000,C0062_mfcc.npy
C0063.wav,Cough,train,440c9632-c230-4604-b6d0-386f40a779f7.wav,17,1000,16000,C0063_mfcc.npy
B0025.wav,Background,train,3-118658-B-41.wav,3,1000,16000,B0025_mfcc.npy
C0064.wav,Cough,train,1a9b5175-9d39-4b44-b95f-b26904d6d850.wav,13,1000,16000,C0064_mfcc.npy
C0065.wav,Cough,train,ab499046-2683-4a2d-8749-b229018df945.wav,1,1000,16000,C0065_mfcc.npy
C0066.wav,Cough,train,b75de5a0-a344-47b3-a294-fe7475fbdaba.wav,0,1000,16000,C0066_mfcc.npy
H0021.wav,Human_Noise,train,4-188003-A-34.wav,3,1000,16000,H0021_mfcc.npy
B0026.wav,Background,train,5-204352-A-13.wav,2,1000,16000,B0026_mfcc.npy
C0067.wav,Cough,train,8b78392d-602e-42af-9733-0814b3086789.wav,7,1000,16000,C0067_mfcc.npy
B0027.wav,Background,train,3-118658-B-41.wav,5,1000,16000,B0027_mfcc.npy
C0068.wav,Cough,train,b75de5a0-a344-47b3-a294-fe7475fbdaba.wav,2,1000,16000,C0068_mfcc.npy
B0028.wav,Background,train,5-243449-A-14.wav,0,1000,16000,B0028_mfcc.npy
H0022.wav,Human_Noise,train,3-152020-A-36.wav,7,1000,16000,H0022_mfcc.npy
C0069.wav,Cough,train,f5e42cfd-29d1-44da-95e4-366c7891f003.wav,16,1000,16000,C0069_mfcc.npy
H0023.wav,Human_Noise,train,1-67033-A-37.wav,4,1000,16000,H0023_mfcc.npy
C0070.wav,Cough,train,31048a20-6304-4d1e-9510-9f8c30821c6f.wav,5,1000,16000,C0070_mfcc.npy
B0029.wav,Background,train,4-164064-B-1.wav,5,1000,16000,B0029_mfcc.npy
C0071.wav,Cough,train,09f4330d-7f08-4332-b79a-46147ed270a3.wav,2,1000,16000,C0071_mfcc.npy
H0024.wav,Human_Noise,train,2-122820-A-36.wav,6,1000,16000,H0024_mfcc.npy
C0072.wav,Cough,train,550f24b5-7af2-4745-8a27-ac3d168b84b1.wav,17,1000,16000,C0072_mfcc.npy
C0073.wav,Cough,train,e23b7ef4-c268-4179-b234-c45702001252.wav,1,1000,16000,C0073_mfcc.npy
C0074.wav,Cough,train,66473f18-f709-4c0a-bc99-91e621b3af49.wav,1,1000,16000,C0074_mfcc.npy
B0030.wav,Background,train,1-50454-A-44.wav,4,1000,16000,B0030_mfcc.npy
B0031.wav,Background,train,3-118658-B-41.wav,1,1000,16000,B0031_mfcc.npy
B0032.wav,Background,train,2-135649-A-45.wav,4,1000,16000,B0032_mfcc.npy
B0033.wav,Background,train,1-50454-A-44.wav,2,1000,16000,B0033_mfcc.npy
B0034.wav,Background,train,3-157492-A-45.wav,3,1000,16000,B0034_mfcc.npy
H0025.wav,Human_Noise,train,2-135728-A-38.wav,4,1000,16000,H0025_mfcc.npy
C0075.wav,Cough,train,1a9b5175-9d39-4b44-b95f-b26904d6d850.wav,15,1000,16000,C0075_mfcc.npy
C0076.wav,Cough,train,de8c4a22-61e3-402d-a2b7-ab5d3c01f4c6.wav,9,1000,16000,C0076_mfcc.npy
C0077.wav,Cough,train,ab499046-2683-4a2d-8749-b229018df945.wav,17,1000,16000,C0077_mfcc.npy
B0035.wav,Background,train,1-50454-A-44.wav,5,1000,16000,B0035_mfcc.npy
C0078.wav,Cough,train,a634a06d-637d-4edb-818b-5e63cdf3e539.wav,17,1000,16000,C0078_mfcc.npy
C0079.wav,Cough,train,802009c2-f1f8-469a-8740-e734ddab4be9.wav,7,1000,16000,C0079_mfcc.npy
B0036.wav,Background,train,4-216211-A-14.wav,6,1000,16000,B0036_mfcc.npy
C0080.wav,Cough,train,1a9b5175-9d39-4b44-b95f-b26904d6d850.wav,2,1000,16000,C0080_mfcc.npy
C0081.wav,Cough,train,46d0cef1-31d0-4bd8-8660-143f32d82612.wav,17,1000,16000,C0081_mfcc.npy
H0026.wav,Human_Noise,train,4-218199-H-35.wav,1,1000,16000,H0026_mfcc.npy
C0082.wav,Cough,train,7f6c5b33-f525-42cc-a9a9-997178f42fc8.wav,4,1000,16000,C0082_mfcc.npy
C0083.wav,Cough,train,1f3cf027-3ec6-4592-9447-2e1e713742ee.wav,5,1000,16000,C0083_mfcc.npy
C0084.wav,Cough,train,730f4634-9df3-4d03-9f7c-55ad5a5ceb25.wav,2,1000,16000,C0084_mfcc.npy
C0085.wav,Cough,train,43517c5a-e8ee-49a1-9b28-c2d224300996.wav,7,1000,16000,C0085_mfcc.npy
H0027.wav,Human_Noise,train,5-141683-A-35.wav,4,1000,16000,H0027_mfcc.npy
C0086.wav,Cough,train,07fb12c1-5a28-495f-b972-058c46674ae3.wav,5,1000,16000,C0086_mfcc.npy
H0028.wav,Human_Noise,train,3-152020-A-36.wav,2,1000,16000,H0028_mfcc.npy
C0087.wav,Cough,train,c60aee38-23b4-4d74-8086-63cf1106ad7c.wav,7,1000,16000,C0087_mfcc.npy
C0088.wav,Cough,train,ab499046-2683-4a2d-8749-b229018df945.wav,14,1000,16000,C0088_mfcc.npy
B0037.wav,Background,train,4-157611-A-41.wav,0,1000,16000,B0037_mfcc.npy
C0089.wav,Cough,train,f5946845-baca-4147-ae2b-b7c8dad8ac1d.wav,7,1000,16000,C0089_mfcc.npy
C0090.wav,Cough,train,0871ac97-ec59-4aa8-852e-c5d0c2d3193d.wav,8,1000,16000,C0090_mfcc.npy
B0038.wav,Background,train,4-191687-A-0.wav,1,1000,16000,B0038_mfcc.npy
B0039.wav,Background,train,3-153057-A-43.wav,5,1000,16000,B0039_mfcc.npy
C0091.wav,Cough,train,7f6c5b33-f525-42cc-a9a9-997178f42fc8.wav,8,1000,16000,C0091_mfcc.npy
C0092.wav,Cough,train,508eae47-5923-4d9b-9ae6-f3e4e8e17460.wav,2,1000,16000,C0092_mfcc.npy
C0093.wav,Cough,train,31048a20-6304-4d1e-9510-9f8c30821c6f.wav,17,1000,16000,C0093_mfcc.npy
H0029.wav,Human_Noise,train,2-81112-A-34.wav,6,1000,16000,H0029_mfcc.npy
C0094.wav,Cough,train,a634a06d-637d-4edb-818b-5e63cdf3e539.wav,11,1000,16000,C0094_mfcc.npy
C0095.wav,Cough,train,e70fbf9f-3dcb-4040-810e-dcf4c8685743.wav,2,1000,16000,C0095_mfcc.npy
C0096.wav,Cough,train,ab499046-2683-4a2d-8749-b229018df945.wav,2,1000,16000,C0096_mfcc.npy
C0097.wav,Cough,train,b444b09e-25d2-4d58-8ab2-20d95eb97e70.wav,14,1000,16000,C0097_mfcc.npy
C0098.wav,Cough,train,b444b09e-25d2-4d58-8ab2-20d95eb97e70.wav,9,1000,16000,C0098_mfcc.npy
C0099.wav,Cough,train,f5e42cfd-29d1-44da-95e4-366c7891f003.wav,3,1000,16000,C0099_mfcc.npy
C0100.wav,Cough,train,31048a20-6304-4d1e-9510-9f8c30821c6f.wav,4,1000,16000,C0100_mfcc.npy
C0101.wav,Cough,train,e0b4c130-8d4d-4baa-b92c-f3e534602506.wav,2,1000,16000,C0101_mfcc.npy
B0040.wav,Background,train,4-157611-A-41.wav,7,1000,16000,B0040_mfcc.npy
C0102.wav,Cough,train,3cbb5093-53f6-45a7-8bbc-ea87c51dc88c.wav,0,1000,16000,C0102_mfcc.npy
C0103.wav,Cough,train,f68cf0fa-48ee-4b2d-b4f5-8e10b44dd311.wav,8,1000,16000,C0103_mfcc.npy
C0104.wav,Cough,train,da3e4540-2376-4b40-981d-48e71be758cf.wav,7,1000,16000,C0104_mfcc.npy
C0105.wav,Cough,train,b3cbb0b0-dc01-4888-b6d7-bb4543b96b17.wav,12,1000,16000,C0105_mfcc.npy
C0106.wav,Cough,train,805595b3-caed-43f1-b2c4-fa2e8e2fc944.wav,11,1000,16000,C0106_mfcc.npy
H0030.wav,Human_Noise,train,2-122820-A-36.wav,0,1000,16000,H0030_mfcc.npy
B0041.wav,Background,train,1-54918-A-14.wav,3,1000,16000,B0041_mfcc.npy
C0107.wav,Cough,train,e23b7ef4-c268-4179-b234-c45702001252.wav,16,1000,16000,C0107_mfcc.npy
B0042.wav,Background,train,3-153057-A-43.wav,6,1000,16000,B0042_mfcc.npy
C0108.wav,Cough,train,1a9b5175-9d39-4b44-b95f-b26904d6d850.wav,8,1000,16000,C0108_mfcc.npy
C0109.wav,Cough,train,cea7b534-832b-4c2c-b4d3-57037184e2ab.wav,11,1000,16000,C0109_mfcc.npy
H0031.wav,Human_Noise,train,2-134700-A-38.wav,6,1000,16000,H0031_mfcc.npy
H0032.wav,Human_Noise,train,1-34853-A-37.wav,3,1000,16000,H0032_mfcc.npy
C0110.wav,Cough,train,6860a03d-9a2e-4b0b-9ca6-1b307707547c.wav,6,1000,16000,C0110_mfcc.npy
C0111.wav,Cough,train,de8c4a22-61e3-402d-a2b7-ab5d3c01f4c6.wav,6,1000,16000,C0111_mfcc.npy
H0033.wav,Human_Noise,train,3-147342-A-34.wav,8,1000,16000,H0033_mfcc.npy
C0112.wav,Cough,train,b444b09e-25d2-4d58-8ab2-20d95eb97e70.wav,0,1000,16000,C0112_mfcc.npy
C0113.wav,Cough,train,d51abbbc-dfdf-489b-8ba0-d7b7fb678b70.wav,2,1000,16000,C0113_mfcc.npy
B0043.wav,Background,train,1-50454-A-44.wav,7,1000,16000,B0043_mfcc.npy
C0114.wav,Cough,train,66473f18-f709-4c0a-bc99-91e621b3af49.wav,11,1000,16000,C0114_mfcc.npy
C0115.wav,Cough,train,4a81c7e8-550d-43fe-b821-0126f7da1282.wav,0,1000,16000,C0115_mfcc.npy
C0116.wav,Cough,train,43517c5a-e8ee-49a1-9b28-c2d224300996.wav,15,1000,16000,C0116_mfcc.npy
C0117.wav,Cough,train,1c4d944f-3016-43fc-9715-ac6544d6face.wav,8,1000,16000,C0117_mfcc.npy
C0118.wav,Cough,train,096dad76-5bc7-4b7d-b534-29769e2e447a.wav,5,1000,16000,C0118_mfcc.npy
C0119.wav,Cough,train,1f3cf027-3ec6-4592-9447-2e1e713742ee.wav,11,1000,16000,C0119_mfcc.npy
C0120.wav,Cough,train,1f4c1d84-8432-4f55-899f-96fd543ecd35.wav,0,1000,16000,C0120_mfcc.npy
C0121.wav,Cough,train,8b78392d-602e-42af-9733-0814b3086789.wav,4,1000,16000,C0121_mfcc.npy
H0034.wav,Human_Noise,train,2-102567-A-35.wav,0,1000,16000,H0034_mfcc.npy
H0035.wav,Human_Noise,train,4-188003-A-34.wav,4,1000,16000,H0035_mfcc.npy
C0122.wav,Cough,train,550f24b5-7af2-4745-8a27-ac3d168b84b1.wav,12,1000,16000,C0122_mfcc.npy
C0123.wav,Cough,train,7f6c5b33-f525-42cc-a9a9-997178f42fc8.wav,0,1000,16000,C0123_mfcc.npy
C0124.wav,Cough,train,b444b09e-25d2-4d58-8ab2-20d95eb97e70.wav,13,1000,16000,C0124_mfcc.npy
C0125.wav,Cough,train,1f3cf027-3ec6-4592-9447-2e1e713742ee.wav,3,1000,16000,C0125_mfcc.npy
B0044.wav,Background,train,3-154926-A-40.wav,2,1000,16000,B0044_mfcc.npy
C0126.wav,Cough,train,e70fbf9f-3dcb-4040-810e-dcf4c8685743.wav,4,1000,16000,C0126_mfcc.npy
C0127.wav,Cough,train,99b6ed8e-c068-4a63-89bc-7567d43a3ace.wav,17,1000,16000,C0127_mfcc.npy
B0045.wav,Background,train,4-164064-B-1.wav,1,1000,16000,B0045_mfcc.npy
B0046.wav,Background,train,1-39923-A-1.wav,4,1000,16000,B0046_mfcc.npy
C0128.wav,Cough,train,1c4d944f-3016-43fc-9715-ac6544d6face.wav,1,1000,16000,C0128_mfcc.npy
C0129.wav,Cough,train,b7eab8ca-c046-463e-9f22-8f29f4768d10.wav,3,1000,16000,C0129_mfcc.npy
C0130.wav,Cough,train,ab499046-2683-4a2d-8749-b229018df945.wav,6,1000,16000,C0130_mfcc.npy
H0036.wav,Human_Noise,train,1-34853-A-37.wav,4,1000,16000,H0036_mfcc.npy
C0131.wav,Cough,train,7f6c5b33-f525-42cc-a9a9-997178f42fc8.wav,9,1000,16000,C0131_mfcc.npy
B0047.wav,Background,train,3-129678-A-13.wav,6,1000,16000,B0047_mfcc.npy
C0132.wav,Cough,train,ab499046-2683-4a2d-8749-b229018df945.wav,3,1000,16000,C0132_mfcc.npy
B0048.wav,Background,train,4-250869-B-2.wav,0,1000,16000,B0048_mfcc.npy
C0133.wav,Cough,train,1ca6d469-08a0-4d4d-878b-4b17c768ede2.wav,6,1000,16000,C0133_mfcc.npy
B0049.wav,Background,train,3-129678-A-13.wav,5,1000,16000,B0049_mfcc.npy
C0134.wav,Cough,train,8b78392d-602e-42af-9733-0814b3086789.wav,16,1000,16000,C0134_mfcc.npy
C0135.wav,Cough,train,43517c5a-e8ee-49a1-9b28-c2d224300996.wav,13,1000,16000,C0135_mfcc.npy
H0037.wav,Human_Noise,train,1-67033-A-37.wav,3,1000,16000,H0037_mfcc.npy
C0136.wav,Cough,train,46d0cef1-31d0-4bd8-8660-143f32d82612.wav,6,1000,16000,C0136_mfcc.npy
C0137.wav,Cough,train,096dad76-5bc7-4b7d-b534-29769e2e447a.wav,3,1000,16000,C0137_mfcc.npy
C0138.wav,Cough,train,550f24b5-7af2-4745-8a27-ac3d168b84b1.wav,11,1000,16000,C0138_mfcc.npy
H0038.wav,Human_Noise,train,2-122820-A-36.wav,8,1000,16000,H0038_mfcc.npy
C0139.wav,Cough,train,e23b7ef4-c268-4179-b234-c45702001252.wav,0,1000,16000,C0139_mfcc.npy
C0140.wav,Cough,train,da3e4540-2376-4b40-981d-48e71be758cf.wav,9,1000,16000,C0140_mfcc.npy
C0141.wav,Cough,train,1ca6d469-08a0-4d4d-878b-4b17c768ede2.wav,8,1000,16000,C0141_mfcc.npy
C0142.wav,Cough,train,508eae47-5923-4d9b-9ae6-f3e4e8e17460.wav,7,1000,16000,C0142_mfcc.npy
C0143.wav,Cough,train,e1dfd5a6-39de-47b9-aad5-2082dfd5fd98.wav,11,1000,16000,C0143_mfcc.npy
C0144.wav,Cough,train,a634a06d-637d-4edb-818b-5e63cdf3e539.wav,0,1000,16000,C0144_mfcc.npy
H0039.wav,Human_Noise,train,2-59241-A-35.wav,6,1000,16000,H0039_mfcc.npy
B0050.wav,Background,train,4-234644-A-2.wav,1,1000,16000,B0050_mfcc.npy
C0145.wav,Cough,train,2fce4a79-29e7-43a0-bdf1-2a68fc03f7fa.wav,10,1000,16000,C0145_mfcc.npy
C0146.wav,Cough,train,1a9b5175-9d39-4b44-b95f-b26904d6d850.wav,10,1000,16000,C0146_mfcc.npy
C0147.wav,Cough,train,b3cbb0b0-dc01-4888-b6d7-bb4543b96b17.wav,7,1000,16000,C0147_mfcc.npy
C0148.wav,Cough,train,8b78392d-602e-42af-9733-0814b3086789.wav,8,1000,16000,C0148_mfcc.npy
C0149.wav,Cough,train,2fce4a79-29e7-43a0-bdf1-2a68fc03f7fa.wav,16,1000,16000,C0149_mfcc.npy
C0150.wav,Cough,train,8b78392d-602e-42af-9733-0814b3086789.wav,13,1000,16000,C0150_mfcc.npy
C0151.wav,Cough,train,440c9632-c230-4604-b6d0-386f40a779f7.wav,10,1000,16000,C0151_mfcc.npy
C0152.wav,Cough,train,cea7b534-832b-4c2c-b4d3-57037184e2ab.wav,6,1000,16000,C0152_mfcc.npy
H0040.wav,Human_Noise,train,4-218199-H-35.wav,2,1000,16000,H0040_mfcc.npy
B0051.wav,Background,train,3-141240-B-44.wav,7,1000,16000,B0051_mfcc.npy
H0041.wav,Human_Noise,train,1-34853-A-37.wav,8,1000,16000,H0041_mfcc.npy
